time,y
25.247,0.3
25.256999999999998,0.317
25.2679,0.187
25.278000000000002,0.214
25.288,0.27699999999999997
25.298000000000002,0.29600000000000004
25.308000000000003,0.332
25.318,0.102
25.328000000000003,0.233
25.3385,0.299
25.349,0.318
25.359,0.331
25.369,0.162
25.379,0.20199999999999999
25.389,0.267
25.399,0.309
25.4091,0.337
25.42,0.013999999999999999
25.43,0.245
25.44,0.28600000000000003
25.45,0.319
25.4602,0.331
25.471,0.038
25.480999999999998,0.23600000000000002
25.491,0.26899999999999996
25.500999999999998,0.299
25.5113,0.28800000000000003
25.522,0.095
25.531999999999996,0.28
25.541999999999998,0.306
25.552,0.331
25.561999999999998,0.366
25.572,0.033
25.581999999999997,0.245
25.5929,0.28800000000000003
25.603,0.326
25.613000000000003,0.278
25.623,0.11900000000000001
25.633000000000003,0.281
25.644000000000002,0.312
25.654,0.33799999999999997
25.664,0.35200000000000004
25.674,0.114
25.684,0.289
25.694000000000003,0.3
25.704,0.337
25.7146,0.23600000000000002
25.725,0.145
25.735,0.29
25.745,0.306
25.755,0.335
25.765,0.255
25.775,0.133
25.7852,0.262
25.796,0.29
25.805999999999997,0.319
25.816,0.191
25.826,0.17600000000000002
25.8363,0.27699999999999997
25.846999999999998,0.304
25.857,0.335
25.866999999999997,0.22699999999999998
25.877,0.177
25.8874,0.264
25.898000000000003,0.299
25.908,0.315
25.918000000000003,0.08
25.928,0.19899999999999998
25.938000000000002,0.281
25.948,0.299
25.958000000000002,0.331
25.969,0.11800000000000001
25.979,0.214
25.989,0.27899999999999997
25.999000000000002,0.29600000000000004
26.0091,0.309
26.02,0.038
26.03,0.225
26.04,0.27399999999999997
26.05,0.308
26.06,0.307
26.07,0.013000000000000001
26.08,0.243
26.0907,0.275
26.101,0.303
26.111,0.281
26.121,0.017
26.131,0.237
26.141,0.28
26.151,0.306
26.1613,0.326
26.171999999999997,0.0
26.182,0.239
26.191999999999997,0.27899999999999997
26.201999999999998,0.312
26.2124,0.273
26.223000000000003,0.044000000000000004
26.233,0.23800000000000002
26.243000000000002,0.285
26.253,0.306
26.2635,0.243
26.274,0.079
26.284000000000002,0.248
26.294,0.28600000000000003
26.304000000000002,0.314
26.314,0.26
26.324,0.087
26.3341,0.261
26.345,0.28600000000000003
26.355,0.303
26.365,0.21100000000000002
26.375,0.126
26.3852,0.265
26.396,0.282
26.406,0.319
26.416,0.156
26.426,0.198
26.436,0.27399999999999997
26.445999999999998,0.294
26.456,0.32
26.4668,0.19699999999999998
26.476999999999997,0.17300000000000001
26.487,0.28300000000000003
26.497,0.317
26.506999999999998,0.327
26.517,0.154
26.526999999999997,0.18600000000000003
26.5374,0.271
26.548000000000002,0.3
26.558000000000003,0.309
26.568,0.133
26.578000000000003,0.184
26.5885,0.276
26.599,0.31
26.609,0.335
26.619,0.066
26.629,0.23600000000000002
26.6396,0.287
26.65,0.307
26.66,0.331
26.67,0.08
26.68,0.226
26.69,0.281
26.7,0.311
26.7102,0.302
26.721,0.046
26.730999999999998,0.259
26.741,0.285
26.750999999999998,0.318
26.7613,0.33399999999999996
26.772,0.003
26.781999999999996,0.24600000000000002
26.791999999999998,0.303
26.802,0.337
26.811999999999998,0.29
26.822,0.044000000000000004
26.831999999999997,0.253
26.8429,0.305
26.853,0.33399999999999996
26.863000000000003,0.249
26.873,0.08
26.883000000000003,0.28300000000000003
26.893,0.309
26.903000000000002,0.341
26.9135,0.237
26.924,0.156
26.934,0.27699999999999997
26.944000000000003,0.3
26.954,0.32299999999999995
26.9646,0.22899999999999998
26.975,0.11900000000000001
26.985,0.275
26.995,0.293
27.005,0.321
27.0157,0.135
27.026,0.187
27.035999999999998,0.28
27.046,0.3
27.055999999999997,0.33299999999999996
27.066,0.22399999999999998
27.076,0.14800000000000002
27.0863,0.293
27.096999999999998,0.31
27.107,0.331
27.116999999999997,0.15
27.127,0.17600000000000002
27.1374,0.27
27.148000000000003,0.304
27.158,0.33
27.168000000000003,0.155
27.178,0.166
27.188000000000002,0.27399999999999997
27.198,0.301
27.208000000000002,0.326
27.219,0.081
27.229,0.226
27.239,0.27699999999999997
27.249000000000002,0.3
27.259,0.348
27.269000000000002,0.14400000000000002
27.279,0.22399999999999998
27.2896,0.287
27.3,0.308
27.31,0.354
27.32,0.109
27.33,0.218
27.3407,0.27899999999999997
27.351,0.315
27.361,0.306
27.371,0.027000000000000003
27.381,0.233
27.3918,0.276
27.401999999999997,0.294
27.412,0.301
27.421999999999997,0.099
27.432,0.27699999999999997
27.441999999999997,0.293
27.451999999999998,0.327
27.4624,0.256
27.473000000000003,0.022000000000000002
27.483,0.235
27.493000000000002,0.275
27.503,0.33399999999999996
27.5135,0.305
27.524,0.10300000000000001
27.534000000000002,0.276
27.544,0.303
27.554000000000002,0.326
27.564,0.198
27.574,0.05
27.5841,0.239
27.595,0.29100000000000004
27.605,0.33
27.615,0.243
27.625,0.129
27.635,0.27899999999999997
27.645,0.299
27.655,0.312
27.6657,0.155
27.676,0.09699999999999999
27.686,0.26
27.695999999999998,0.3
27.706,0.34
27.7168,0.131
27.726999999999997,0.218
27.737,0.285
27.747,0.298
27.756999999999998,0.314
27.7679,0.136
27.778000000000002,0.14800000000000002
27.788,0.253
27.798000000000002,0.297
27.808000000000003,0.297
27.818,0.135
27.828000000000003,0.161
27.8385,0.253
27.849,0.302
27.859,0.256
27.869,0.057
27.879,0.174
27.8896,0.271
27.9,0.298
27.91,0.267
27.92,0.046
27.93,0.213
27.94,0.266
27.95,0.29600000000000004
27.9602,0.262
27.971,0.036000000000000004
27.980999999999998,0.188
27.991,0.258
28.000999999999998,0.29600000000000004
28.011,0.299
28.021,0.022000000000000002
28.031,0.242
28.0418,0.27699999999999997
28.052,0.301
28.061999999999998,0.21
28.072,0.01
28.081999999999997,0.213
28.0929,0.27
28.103,0.304
28.113000000000003,0.257
28.123,0.045
28.133000000000003,0.256
28.144000000000002,0.29100000000000004
28.154,0.312
28.164,0.174
28.174,0.042
28.184,0.21100000000000002
28.194000000000003,0.255
28.204,0.29100000000000004
28.2146,0.11800000000000001
28.225,0.136
28.235,0.251
28.245,0.284
28.255,0.307
28.2657,0.139
28.276,0.087
28.285999999999998,0.237
28.296,0.266
28.305999999999997,0.275
28.316,0.188
28.326,0.11199999999999999
28.3363,0.245
28.346999999999998,0.275
28.357,0.28800000000000003
28.366999999999997,0.122
28.377,0.111
28.386999999999997,0.237
28.397,0.23199999999999998
28.406999999999996,0.247
28.4179,0.099
28.428,0.165
28.438000000000002,0.24
28.448,0.275
28.458000000000002,0.264
28.469,0.047
28.479,0.172
28.489,0.264
28.499000000000002,0.287
28.5091,0.275
28.52,0.051
28.53,0.20600000000000002
28.54,0.263
28.55,0.305
28.56,0.271
28.57,0.053
28.58,0.172
28.5907,0.26
28.601,0.302
28.611,0.249
28.621,0.040999999999999995
28.631,0.23399999999999999
28.6418,0.285
28.651999999999997,0.3
28.662,0.19899999999999998
28.671999999999997,0.013000000000000001
28.682,0.209
28.691999999999997,0.251
28.701999999999998,0.287
28.7124,0.209
28.723000000000003,0.075
28.733,0.23
28.743000000000002,0.254
28.753,0.3
28.763,0.209
28.773000000000003,0.027999999999999997
28.783,0.22699999999999998
28.794,0.26899999999999996
28.804000000000002,0.303
28.814,0.16399999999999998
28.824,0.095
28.8341,0.253
28.845,0.271
28.855,0.281
28.865,0.134
28.875,0.077
28.8852,0.22899999999999998
28.896,0.27
28.906,0.29
28.916,0.16399999999999998
28.926,0.125
28.936,0.251
28.945999999999998,0.28600000000000003
28.956,0.29600000000000004
28.9668,0.10300000000000001
28.976999999999997,0.10800000000000001
28.987,0.237
28.997,0.26899999999999996
29.006999999999998,0.284
29.0179,0.135
29.028000000000002,0.142
29.038,0.249
29.048000000000002,0.287
29.058000000000003,0.29
29.068,0.09300000000000001
29.078000000000003,0.152
29.0885,0.253
29.099,0.29
29.109,0.293
29.119,0.05
29.129,0.207
29.139,0.268
29.149,0.301
29.1591,0.27
29.17,0.027999999999999997
29.18,0.18100000000000002
29.19,0.267
29.2,0.302
29.2102,0.271
29.221,0.016
29.230999999999998,0.21600000000000003
29.241,0.285
29.250999999999998,0.315
29.2613,0.19699999999999998
29.272,0.033
29.281999999999996,0.20600000000000002
